Month,Monthly Growth of Nominal Exchange Rate (%),Real Exchange Rate (%),Monthly Growth in the Real Exchange Rate (%),Monthly Inflation Rate Germany(%),Monthly Growth in Industrial Production (%),Yearly Growth of Industrial Production (%),International Reserve Index Germany,Monthly Inflation Rate US(%),International Reserve Index US
1960-01-01,0.0,2.2925351246950827,0.0,0.0,0.0,0.0,100.0,0.0,100.0
1960-02-01,0.0,2.3135035685797085,0.9146400270493071,-0.5681466024831106,-0.4881808838642976,0.0,101.74014255239545,0.3412969283275391,99.61635340183723
1960-03-01,0.0,2.3135035685797085,0.0,0.0,3.743867802736922,0.0,105.1289635967851,0.0,99.37890223064426
1960-04-01,0.0,2.3081838286179117,-0.22994301949845752,0.5713929521274475,6.470881035341058,0.0,110.83717095932325,0.34013605442169137,99.06835334596636
1960-05-01,0.0,2.3016449414975164,-0.28329143629390874,0.2840962566598604,-1.636278634876276,0.0,114.66793419521721,0.0,98.8648902835912
1960-06-01,0.0,2.309447127739879,0.33898305084738567,0.0,1.9961977186313096,0.0,123.699707899332,0.33898305084736347,98.56458439061183
1960-07-01,0.0,2.309447127739879,0.0,0.0,-5.96458527493019,0.0,129.64704840787977,0.0,97.77121812450822
1960-08-01,0.0,2.309447127739879,0.0,0.0,-3.6917740336967486,0.0,134.59929911711575,0.0,96.85866068227638
1960-09-01,0.0,2.3160081805793262,0.2840962566598382,-0.28329143629389764,11.242603550295915,0.0,140.62349347213757,0.0,95.12014563671833
1960-10-01,0.0,2.3250515002246037,0.39047010805528526,0.2840962566598604,3.561517113783519,0.0,145.61221905707927,0.6756756756755022,93.43563909284342
1960-11-01,0.0,2.318483435200778,-0.28249116302117017,0.2832914362943084,3.84100044662794,0.0,146.26355403676533,0.0,91.06112738091359
1960-12-01,0.0,2.318483435200778,0.0,0.0,-3.2903225806451664,0.0,149.31214273005716,0.0,90.1327398606022
1961-01-01,0.0,2.299000019521793,-0.8403517309278463,0.8474734890623337,-7.138092061374235,0.0,147.91524796320502,0.0,88.72386291152384
1961-02-01,0.0,2.299000019521793,0.0,0.0,3.999042145593834,-919.1722121396033,149.3919767612181,0.0,88.3597711156946
1961-03-01,-4.761904763038549,2.189523828089927,-4.761904763038571,0.0,4.075523831452887,8.858646891151206,157.6186912137976,0.0,88.4072613499332
1961-04-01,0.0,2.189523828089927,0.0,0.0,2.0575221238938957,-68.20336963920941,150.53685665309985,0.0,89.23089100060061
1961-05-01,0.0,2.1712774603684664,-0.8333486709472537,0.8403517309282238,-2.1244309559940278,29.833080424879014,151.54492386298892,0.0,89.37894878969742
1961-06-01,0.0,2.1592821966906275,-0.552451904318263,0.5555208900542397,-1.7497231450718354,-187.65279755311667,154.51636252621233,0.0,89.89575427994097
1961-07-01,0.0,2.1737740235140666,0.6711409395978807,0.0,-4.508566275924453,-24.411068530205203,152.12553884208978,0.6711409395978807,89.55447642016752
1961-08-01,0.0,2.166528110102355,-0.3333333333332522,0.0,-2.950897072710168,-20.0683182184015,150.46981879086243,-0.3333333333332411,91.44896429386212
1961-09-01,0.0,2.1737740235140666,0.334448160535028,0.0,11.311116516662633,0.6094048061039653,151.04991478890523,0.334448160535028,90.88746211257049
1961-10-01,0.0,2.1737740235140666,0.0,0.0,0.19667832167857835,-94.47768140949236,146.2420091788209,0.0,89.26255115675968
1961-11-01,0.0,2.1618299874834412,-0.5494607949779851,0.5524965468967968,4.972737186477505,29.464634424688228,143.75543018863178,0.0,87.66091972753644
1961-12-01,0.0,2.1618299874834412,0.0,0.0,-2.5140245169333664,-23.593372524574278,151.7093809068036,0.0,87.31172682872322
1962-01-01,0.0,2.1383314020416053,-1.086976569752851,1.0989215899556148,-9.718670076726365,36.152209766475245,136.7543742836147,0.0,86.831702990488
1962-02-01,0.0,2.1396448139309046,0.06142227944860856,0.27174414243811285,5.594900849858497,39.906023646762236,136.40948294016988,0.3333333333332522,86.19011923773519
1962-03-01,0.0,2.1338628160406135,-0.2702316689501605,0.27096389921725805,0.3129890453833939,-92.3202744401125,140.74726608780608,0.0,85.3366917930357
1962-04-01,0.0,2.1351811929136644,0.0617835815470702,0.2702753462851204,5.281925562736922,156.71294132870796,138.70464169379164,0.3322259136211647,84.70209189825917
1962-05-01,0.0,2.1351811929136644,0.0,0.0,-0.08467400508044287,-96.01427361799934,139.48959133228132,0.0,84.38595592720027
1962-06-01,0.0,2.1351811929136644,0.0,0.0,2.0550847457625476,-217.45199527998332,144.61247037115973,0.0,86.08908609234523
1962-07-01,0.0,2.136492481606613,0.06141346211274712,0.26954682766286986,-9.362673863400495,107.66410629021391,142.63312808259562,0.3311258278144935,82.80294811924705
1962-08-01,0.0,2.1480413065126402,0.5405506925698633,-0.537644451762298,-1.488776912505596,-49.54832798901146,143.54448217233227,0.0,82.12365153342242
1962-09-01,0.0,2.1551305517486536,0.3300330033002341,0.0,13.299232736572964,17.576657591508297,148.17363510401128,0.3300330033002341,81.9918894129369
1962-10-01,0.0,2.1493214657144133,-0.26954682766326954,0.2702753462851204,-1.2312743689720351,-726.0346124898533,149.2023031987917,0.0,81.17896834449976
1962-11-01,0.0,2.143543611908943,-0.2688222258809492,0.26954682766286986,6.378558071888629,28.270564735132393,147.80589083348295,0.0,80.4829104995321
1962-12-01,0.0,2.1320805988620686,-0.5347692943212801,0.5376444517619205,-3.5546874999999423,41.39430526858933,147.3336451565993,0.0,80.17655192963997
1963-01-01,0.0,2.1039532678755672,-1.3192433251122626,0.6646080154570466,-12.89995949777234,32.73379377970982,143.76091752825795,0.0,79.97867595364582
1963-02-01,0.0,2.0874297671044064,-0.7853549327093701,0.7915715791521727,2.8132992327366324,-49.716727637670566,144.26650939808206,0.0,79.6825603754522
1963-03-01,0.0,2.0942963123909326,0.32894736842097316,0.0,6.739032112166443,-46.981075325665344,147.47746927442665,0.32894736842097316,80.02802855001141
1963-04-01,0.0,2.088828074285196,-0.26110145318900546,0.2617849775696568,2.9449152542373236,-44.245423013660115,147.68140996434903,0.0,79.80175155158045
1963-05-01,0.0,2.0942963123909326,0.261784977569679,-0.26110145318899436,-1.2348219798313909,95.18018450029703,152.81445510832125,0.0,79.67930124172995
1963-06-01,0.0,2.1122218164945217,0.8559201483349099,-0.5235699551393247,6.876432590122894,234.60579201425418,153.05988217938017,0.3278688524589235,79.45162747170374
1963-07-01,0.0,2.1191245021693534,0.3267973856215356,0.0,-12.692532657438049,35.56525456957612,154.4128391711809,0.3267973856215356,78.28951350445337
1963-08-01,0.0,2.1247159645980336,0.2638571930509981,-0.26316281902355465,0.0,-100.0,155.6044206604866,0.0,78.09769020537199
1963-09-01,0.0,2.1191245021693534,-0.26316281902357685,0.2638571930509759,11.523001339883777,-13.355893771259009,157.2609991345356,0.0,78.39613373622434
1963-10-01,0.0,2.1093739241962077,-0.46012294054285086,0.7894884570694982,1.8622346816180357,-251.2444933920598,157.9526071251851,0.32573289902271263,78.90735214008689
1963-11-01,0.0,2.1038806612164094,-0.26042148889706684,0.26110145318900546,7.214468252408013,13.10500227635113,161.21544577106366,0.0,78.2988253150884
1963-12-01,0.0,2.0943499123163773,-0.4530080567650474,0.7812223817709407,-7.664099743307506,115.60544332821468,162.43181801950988,0.32467532467523874,78.41941326281189
1964-01-01,0.0,2.0835818451402273,-0.5141484292011445,0.5168055769571023,-6.473391580619515,-49.81851236248154,160.68056960332032,0.0,78.59587207434551
1964-02-01,0.0,2.078239227967413,-0.2564150376562102,0.2570742146003946,5.923566878980657,110.55587724376255,165.21235064791807,0.0,78.08186012729246
1964-03-01,0.0,2.078239227967413,0.0,0.0,1.3229104028865013,-80.3694301960936,164.7652809759709,0.0,78.65686443400489
1964-04-01,0.0,2.078239227967413,0.0,0.0,3.580613254203713,21.586291797419573,161.59161922941004,0.0,78.67967837006069
1964-05-01,0.0,2.078239227967413,0.0,0.0,5.156608097784621,-517.5993124522072,160.40757167193837,0.0,78.47761207928076
1964-06-01,0.0,2.0903248284578315,0.5815307654566171,-0.2564150376562102,-4.649473301852591,-167.61461325936588,166.85479346159096,0.3236245954691741,77.24705630386302
1964-07-01,0.0,2.0916906145561955,0.06533846222223083,0.2570742146003946,-6.552380952380887,-48.37609538439063,164.38667260563125,0.3225806451611968,77.42118716273787
1964-08-01,0.0,2.084964921261804,-0.3215434083600588,0.0,-2.935181410517751,0.0,163.8199351497147,-0.3215434083600366,77.70892211135995
1964-09-01,0.0,2.0916906145561955,0.322580645161219,0.0,12.011759764804776,4.24158958681444,164.72667842918852,0.3225806451611968,76.92021175057384
1964-10-01,0.0,2.0863409226936334,-0.25575923252384447,0.2564150376562102,4.255718035245493,128.52748245177327,163.24769442074458,0.0,76.28933658005131
1964-11-01,0.0,2.0823975663389462,-0.18900824461592913,0.5115184650476667,4.279805790325586,-40.67746033954628,160.80619803767354,0.3215434083600588,79.22116015848702
1964-12-01,0.0,2.0666223808698048,-0.7575491694833181,0.7633317830663344,-6.414899120538142,-16.299378460727876,167.34364255676383,0.0,77.62511581564479
1965-01-01,0.0,2.061416685457539,-0.2518938854264574,0.2525299930377978,-2.671826054910653,-58.72602450144141,158.78274585896594,0.0,76.09099501352541
1965-02-01,0.0,2.061416685457539,0.0,0.0,1.760696705793352,-70.27641045058417,160.8488353505355,0.0,74.47073996303212
1965-03-01,0.0,2.0576575630499354,-0.18235626179426978,0.5037877708533145,-1.1162790697675784,-184.38054968287594,164.36764479461317,0.32051282051273056,73.69785968032554
1965-04-01,0.0,2.0590708740943686,0.06868543482707601,0.2506312359100038,6.641580432737704,85.48723252756642,163.50200567450247,0.31948881789127803,72.5962724822028
1965-05-01,0.0,2.053935938817856,-0.24938118163471135,0.25000464617546125,0.08821453775582633,-98.2892914085574,159.83362864247474,0.0,71.79405999599592
1965-06-01,0.0,2.0516697255568714,-0.11033514814920986,0.7481032441317037,-0.7403490216818187,-84.07671205710923,157.681946552409,0.6369426751597684,73.38544843352066
1965-07-01,0.0,2.0466037793762064,-0.24691821093622002,0.24752940611736385,-9.163558870538024,39.85082578582879,155.54449618265633,0.0,72.4719598102253
1965-08-01,0.0,2.0466037793762064,0.0,0.0,-3.2649071358748616,11.23357228195816,153.71992679971694,0.0,73.797961644652
1965-09-01,0.0,2.0466037793762064,0.0,0.0,13.985448666127853,16.431305154021747,155.66239539325187,0.0,73.19641867762978
1965-10-01,0.0,2.0429913382905514,-0.1765090596459351,0.4938364218727953,2.3936170212764063,-43.755272284190944,156.6749506510529,0.3164556962024445,72.8155656226575
1965-11-01,0.0,2.033000975070885,-0.48900663612336803,0.49140966198100156,4.034632034632146,-5.728618720215062,157.2744420066099,0.0,72.38955028610539
1965-12-01,0.0,2.0294898871306453,-0.17270468550154572,0.4890066361237011,-7.589880159786944,18.316438297321703,157.15092748830827,0.3154574132491428,71.93373715552121
1966-01-01,0.0,2.019662458478686,-0.4842314669453063,0.4865876775945077,-4.358789625360327,63.138974460898666,153.7382024376005,0.0,70.88383050642283
1966-02-01,0.0,2.027455552540083,0.3858612130299699,0.24213529838041925,3.1638418079095842,79.69260676750056,152.68185921243395,0.6289308176099073,69.6607241795131
1966-03-01,0.0,2.028890557487913,0.07077861440820676,0.24155041955165046,2.957283680175249,-364.9233296823336,151.43751851662944,0.3124999999999156,69.95916771036545
1966-04-01,0.0,2.0268792074277746,-0.09913546360177383,0.7229050784040458,4.875886524822759,-26.585447933619527,151.61934556671636,0.6230529595014023,69.43770631480439
1966-05-01,0.0,2.0268792074277746,0.0,0.0,-1.6568047337276792,-79.54680682738534,151.92310819037914,0.0,69.39394080481979
1966-06-01,0.0,2.0331543752526406,0.30959752322041734,0.0,0.24067388688324698,-132.50816572115116,156.91052731185277,0.30959752322041734,69.64210055824304
1966-07-01,0.0,2.0394295430774925,0.3086419753085323,0.0,-8.609157948893786,-6.050061220501406,162.35723190197788,0.30864197530855453,70.52858493069685
1966-08-01,0.0,2.0569007853217958,0.8566729997418365,-0.23923888938711668,-7.7688121598799675,137.9489472921331,162.2425938220982,0.6153846153844622,69.9065559802776
1966-09-01,0.0,2.0569007853217958,0.0,0.0,14.954221770091603,6.927007685567331,162.67837297655313,0.0,69.26124750327077
1966-10-01,0.0,2.0645302143769015,0.37091867092229336,0.23981261442247437,2.7964601769911335,16.829891838749933,166.47253253414345,0.6116207951068819,69.2780087624138
1966-11-01,0.0,2.0449616310170318,-0.9478467897247933,0.9569168958019736,1.5151515151513806,-62.446351931334846,167.4177829348582,0.0,68.5121123376835
1966-12-01,0.0,2.0401271158553858,-0.23641104499557697,0.23697127125430484,-7.021709633649786,-7.485895879456236,170.48842875316146,0.0,69.28778616358059
1967-01-01,0.0,2.0353154054364304,-0.2358534613632557,0.23641104499592114,-8.555271798613617,96.27631828885022,164.89524699636902,0.0,66.09430070630083
1967-02-01,0.0,2.0353154054364304,0.0,0.0,3.790145621384333,19.79567410446987,168.8091445341221,0.0,65.17103468183872
1967-03-01,0.0,2.036698151362411,0.06793767306467746,0.23585346136292262,2.4216798001153617,-18.111346018321356,170.379544974194,0.30395136778107457,64.50570581196662
1967-04-01,0.0,2.0428699639422954,0.30303030303022727,0.0,3.4903358979170074,-28.41638376635759,169.51865472304647,0.30303030303022727,64.74362257369135
